day,h1,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h2,h20,h21,h22,h23,h24,h3,h4,h5,h6,h7,h8,h9,month,year,"zone_id"
25,1105581,1300131,1293250,1274082,1257080,1223786,1189089,1175659,1186384,1231091,1233394,1073921,1224400,1202007,1157406,1080816,995528,1054729,1053480,1066315,1092180,1147239,1224700,1281263,12,2017,
26,922776,1179082,1202067,1192259,1151921,1138810,1123347,1131909,1199734,1307127,1344528,887755,1361581,1352860,1293769,1220675,1123885,877677,884818,902956,951581,1007049,1064683,1141969,12,2017,
27,1068862,1376382,1381385,1346648,1290112,1240347,1211552,1200331,1279767,1439633,1509078,1040920,1510763,1490116,1458695,1385412,1291362,1031730,1055633,1085689,1157616,1259024,1338897,1371179,12,2017,
28,1244761,1438020,1349630,1282972,1227127,1196709,1194065,1196126,1232252,1341062,1386113,1223575,1378562,1360906,1364184,1277909,1185960,1231835,1247236,1278857,1348560,1443346,1506247,1508383,12,2017,
29,1138509,1399372,1327109,1253440,1196714,1146951,1110552,1102829,1161495,1307939,1362508,1128238,1362510,1359925,1340892,1282462,1199441,1129224,1148611,1194935,1277924,1392520,1467398,1468068,12,2017,
30,1155913,1353391,1291292,1221733,1145662,1089290,1047268,1042895,1096013,1226135,1265788,1124015,1253347,1242621,1227392,1172818,1094406,1121686,1131350,1154048,1193532,1255136,1335104,1381512,12,2017,
31,1040474,1289797,1264823,1227752,1205994,1182639,1164548,1170708,1236314,1312966,1300096,1007515,1245969,1199544,1156797,1102882,1051340,999787,1012580,1019035,1052659,1101499,1164367,1251141,12,2017,
1,989395,1072690,1141135,1158893,1140510,1103574,1070777,1062009,1100247,1189176,1216708,940237,1211779,1193854,1139431,1084329,1017485,899120,872740,869012,880505,880099,917780,983439,1,2018,
2,972764,1295999,1278847,1246920,1209645,1194823,1162102,1163481,1220760,1379391,1456841,956596,1473749,1466691,1411199,1346460,1263291,968235,989320,1032286,1132878,1254307,1346651,1331332,1,2018,
3,1240342,1446849,1371450,1294231,1224620,1183384,1146870,1142282,1186956,1341732,1425050,1234247,1435938,1419168,1369499,1295527,1217404,1244807,1271908,1315926,1424401,1572813,1628847,1554406,1,2018,
4,1168060,1281782,1247350,1198661,1147466,1125751,1089657,1090271,1124852,1252018,1322915,1149467,1325806,1293208,1220012,1141123,1037382,1134812,1144076,1172685,1234654,1342586,1395210,1330122,1,2018,
5,970389,1157330,1152295,1144280,1123125,1105484,1091732,1075857,1113649,1218581,1240811,931476,1207042,1168338,1112186,1030256,957341,916573,913632,934236,1007833,1140887,1208010,1169587,1,2018,
6,893292,1024030,1035914,1019847,1001354,975761,951771,958366,996576,1100183,1130008,838910,1105154,1070751,1019243,970362,900194,815239,799980,804571,804849,840196,902512,976461,1,2018,
7,867077,1144134,1131181,1100267,1062813,1037337,1046171,1072751,1165231,1269567,1282872,828892,1263500,1239710,1163268,1071182,984204,822523,818476,842472,851425,905746,999166,1097759,1,2018,
8,947150,1225387,1236513,1210395,1187237,1174781,1156973,1172183,1236891,1405341,1478926,899194,1498030,1470753,1408860,1320317,1234777,894273,902183,929972,1019773,1175879,1249450,1221352,1,2018,
9,1218576,1433593,1386695,1337315,1314846,1312432,1317913,1334520,1375185,1469605,1525802,1192443,1537280,1558336,1491709,1399915,1327178,1195889,1216252,1265385,1344198,1508758,1571160,1527383,1,2018,
10,1283378,1473417,1440462,1402683,1361664,1332163,1308186,1324890,1412913,1578126,1651119,1286189,1661018,1678672,1638949,1543158,1463005,1258330,1274283,1304213,1385077,1550394,1609637,1531369,1,2018,
11,1422471,1629159,1528440,1454789,1389599,1354119,1323583,1321439,1398055,1517102,1570710,1449071,1594538,1586436,1514580,1412246,1317306,1435386,1464477,1514903,1598502,1748043,1794839,1710322,1,2018,
12,1257966,1429637,1384837,1337785,1301079,1270855,1251012,1241509,1269222,1355410,1368406,1247844,1337285,1297011,1242340,1165451,1082192,1223282,1224562,1241122,1274706,1396511,1462557,1450474,1,2018,
13,1026459,1182328,1180448,1147959,1123905,1080803,1067237,1057833,1073447,1144963,1162961,991165,1135401,1095859,1046464,984927,930806,965181,956092,962264,980737,1024651,1076607,1147248,1,2018,
14,867458,1054008,1047984,1035883,1043081,1019727,998681,994797,1008154,1103251,1135141,827415,1113947,1082037,1022578,959574,892271,807284,801646,804967,827439,861652,918599,1000273,1,2018,
15,814212,1119043,1125618,1120424,1102882,1085601,1042117,1072584,1118439,1215564,1245877,777257,1229182,1182413,1101741,1006968,909471,773741,769506,798169,855917,961268,1055270,1091533,1,2018,
16,850377,1226528,1252918,1256823,1253028,1256052,1264429,1291563,1328650,1432725,1517480,813406,1516330,1507417,1496989,1418947,1349446,805741,815647,859232,949929,1128578,1218221,1206428,1,2018,
17,1315506,1641922,1580903,1522793,1463305,1405719,1373963,1365728,1434466,1579401,1649486,1311580,1702193,1732855,1689167,1615292,1525977,1326685,1356342,1407898,1490274,1667828,1741974,1715085,1,2018,
18,1480394,1639546,1637617,1614481,1584809,1566637,1547172,1549304,1600915,1693020,1720530,1459843,1694298,1638820,1549195,1429367,1337459,1458843,1462792,1493867,1555524,1691528,1726891,1668437,1,2018,
19,1275226,1458717,1408162,1380795,1338600,1305546,1287556,1282392,1347149,1475711,1552523,1234808,1552867,1535476,1494857,1433912,1359157,1221751,1221867,1262891,1349567,1509128,1574836,1532773,1,2018,
20,1342874,1603357,1567878,1513681,1473053,1423322,1373691,1356454,1394013,1525775,1588857,1314140,1585260,1570304,1532793,1489098,1441339,1305256,1311297,1330268,1376476,1436934,1497466,1566342,1,2018,
21,1389949,1640975,1625552,1611472,1617924,1611043,1613764,1614755,1626916,1668533,1679469,1361535,1647112,1635635,1567903,1485853,1416102,1358750,1363935,1380248,1422872,1472994,1534642,1604623,1,2018,
22,1370560,1653631,1625393,1585479,1574347,1552423,1529089,1520515,1536396,1595666,1629340,1345789,1629388,1602084,1519491,1402067,1296949,1342315,1335437,1354413,1416902,1488187,1580085,1638055,1,2018,
23,1266426,1518989,1452176,1408965,1381070,1368626,1335277,1326819,1368624,1509589,1616657,1245171,1657753,1623165,1586301,1499038,1415230,1239133,1239459,1290625,1394873,1557904,1612831,1576837,1,2018,
24,1369330,1543306,1494996,1419627,1392723,1368630,1329512,1363858,1418763,1533086,1614391,1353135,1595107,1574864,1519590,1428230,1343562,1341755,1330446,1366640,1452977,1622292,1663949,1597825,1,2018,
25,1303370,1525416,1504370,1479674,1465933,1464979,1457158,1489369,1527196,1640052,1744189,1288666,1785960,1833647,1798243,1724879,1651125,1312670,1307664,1299867,1367873,1540511,1607793,1555415,1,2018,
26,1613154,1816305,1714627,1668108,1615459,1592058,1573601,1573799,1609533,1690235,1726031,1623352,1707449,1681276,1622453,1551014,1481555,1638507,1647157,1678450,1750778,1913051,1951122,1865159,1,2018,
27,1448951,1571920,1466123,1353635,1258138,1188729,1140242,1128757,1153366,1251797,1314569,1424979,1306581,1288195,1240016,1181709,1108517,1422683,1431048,1457243,1498373,1568644,1634739,1643709,1,2018,
28,1054160,1391977,1393891,1377466,1357269,1333030,1307038,1309348,1347621,1452572,1539483,1029468,1569799,1564958,1520631,1450350,1417412,1021059,1018589,1033628,1058920,1112074,1213088,1325345,1,2018,
29,1426597,1771572,1709478,1660108,1620089,1571627,1534711,1536547,1585129,1680688,1770499,1451720,1791803,1792533,1762491,1664624,1614806,1486713,1523808,1595733,1674750,1827678,1891682,1832797,1,2018,
30,1568237,1681221,1597856,1542763,1511747,1475088,1458520,1467740,1499935,1612654,1701450,1558785,1724473,1695000,1645314,1557830,1493145,1568642,1596878,1643034,1701894,1861927,1916082,1791114,1,2018,
31,1458399,1744286,1673515,1597206,1562032,1516149,1472734,1461656,1512788,1617174,1711856,1463767,1742571,1760702,1724853,1637171,1558924,1485006,1524991,1595380,1679248,1834788,1882370,1796950,1,2018,
1,1503888,1648953,1622177,1603778,1552837,1505245,1485761,1459943,1493702,1575522,1675802,1484301,1710739,1670138,1583109,1476634,1398389,1474872,1477893,1503784,1536539,1649339,1684688,1663596,2,2018,
2,1333027,1536132,1505207,1445077,1443030,1433182,1430239,1454874,1490161,1508406,1517684,1311250,1498205,1468557,1451688,1436923,1372819,1305950,1311345,1338869,1386016,1507847,1573645,1561751,2,2018,
3,1327493,1633702,1591875,1530535,1474296,1434279,1393517,1374422,1411044,1486121,1565877,1325950,1566726,1544757,1533014,1502556,1436889,1332436,1348062,1387992,1441061,1526032,1609054,1653896,2,2018,
4,1387347,1629894,1558635,1507126,1477292,1454770,1428270,1422003,1433307,1526473,1632773,1368374,1670072,1701744,1700581,1683201,1636061,1372682,1394670,1433666,1474398,1542889,1628335,1652374,2,2018,
5,1606618,1969463,1946265,1897183,1845608,1797858,1773052,1771842,1842449,1977436,2076746,1603420,2078686,2119203,2081567,1986072,1904907,1631557,1652505,1699621,1802307,1964717,2030531,1984190,2,2018,
6,1874903,2033847,1957701,1899758,1828194,1760007,1713705,1733079,1770524,1863160,1919602,1877183,1930242,1918857,1865928,1775703,1684955,1857069,1886462,1937880,2010004,2099803,2219148,2139219,2,2018,
7,1643144,1835643,1763521,1722839,1679638,1634456,1612017,1597879,1645964,1750133,1846161,1633281,1882907,1900330,1864475,1787906,1713750,1635562,1642626,1674684,1713803,1793670,1863406,1883678,2,2018,
8,1699035,1876458,1847023,1804148,1749121,1694953,1644199,1617595,1640425,1752053,1851482,1708152,1895633,1894912,1872042,1816678,1737509,1724229,1748841,1806635,1868082,1987329,2042622,1964765,2,2018,
9,1703181,1848281,1770892,1718172,1646731,1602105,1564160,1548219,1597573,1703533,1777768,1713364,1754928,1743875,1735575,1690711,1630342,1722124,1741140,1787003,1831315,1957230,2006061,1913161,2,2018,
10,1596292,1722449,1675434,1617528,1541844,1477309,1427138,1424673,1449160,1562380,1687512,1594658,1710738,1705855,1667271,1626489,1563102,1598529,1606923,1630138,1667505,1733743,1774879,1767446,2,2018,
11,1532528,1767575,1694082,1606964,1544279,1467974,1429287,1394918,1417633,1516902,1647979,1535422,1694278,1698371,1649505,1579441,1507346,1551892,1581201,1622186,1684022,1760758,1828485,1820733,2,2018,
12,1475468,1693807,1605980,1522269,1446589,1424467,1396542,1402617,1448035,1504267,1565404,1469108,1561735,1575752,1516787,1420473,1327477,1488978,1519328,1561274,1632097,1764493,1823494,1755386,2,2018,
13,1274203,1627619,1645142,1671268,1685105,1686604,1699665,1707267,1746860,1779824,1773329,1269294,1757265,1692142,1659469,1562101,1477418,1268325,1288460,1325139,1390063,1489819,1550733,1612422,2,2018,
14,1423872,1615723,1608744,1595913,1562651,1550472,1537225,1547760,1596746,1693854,1823915,1402325,1837865,1864147,1831601,1751486,1683560,1391936,1391937,1400671,1420418,1482043,1524453,1587021,2,2018,
15,1653740,1927406,1912350,1859104,1795366,1728857,1700548,1682487,1725014,1812045,1921430,1670043,1939716,1932649,1901913,1847705,1770701,1683441,1711753,1743105,1813446,1923343,1947918,1932546,2,2018,
16,1731728,1907511,1841942,1781407,1690684,1629807,1584806,1572832,1621216,1682264,1787310,1732982,1790348,1771485,1749273,1728352,1685197,1751683,1775883,1814070,1878785,1977091,2012020,1953687,2,2018,
17,1652449,1763126,1710861,1643591,1573332,1508184,1481697,1481430,1519312,1566408,1622894,1641875,1605148,1561848,1528158,1462739,1398651,1645793,1669409,1700023,1749048,1782086,1810408,1781445,2,2018,
18,1332679,1603918,1591268,1565049,1532466,1500101,1495559,1503843,1560298,1644783,1732121,1305902,1781523,1794031,1770685,1703285,1660354,1303284,1314811,1350743,1401904,1431069,1497196,1546303,2,2018,
19,1624399,1801722,1750155,1700092,1645370,1565852,1503481,1491072,1525982,1595639,1740319,1612771,1763308,1722522,1674920,1537352,1440125,1618498,1641906,1684128,1774169,1866667,1921592,1850851,2,2018,
20,1367467,1490003,1448219,1428668,1394248,1348214,1311101,1305964,1334083,1421720,1493250,1337787,1491247,1442477,1380205,1282789,1179732,1316013,1303320,1333575,1389421,1509426,1601998,1548755,2,2018,
21,1135403,1252421,1197572,1215042,1178193,1162394,1133468,1136321,1168960,1226389,1368003,1121122,1412378,1402800,1379509,1303859,1223112,1120087,1133246,1179250,1254312,1382277,1412332,1320606,2,2018,
22,1177200,1370955,1308439,1295756,1250236,1225014,1221385,1222941,1274941,1385314,1515789,1171755,1557601,1547667,1491200,1435468,1350151,1175993,1184680,1236013,1333718,1486189,1532176,1441413,2,2018,
23,1303718,1575980,1537087,1506063,1456947,1411642,1375742,1367023,1396972,1487838,1563176,1310876,1566031,1560363,1566871,1553449,1485061,1324403,1352715,1402443,1482562,1616227,1669930,1602915,2,2018,
24,1448194,1597015,1542743,1478601,1381835,1309414,1246619,1223151,1252168,1333233,1374346,1454624,1363202,1355777,1378106,1344215,1279014,1457527,1477780,1507367,1566299,1594636,1635971,1637077,2,2018,
25,1239947,1527546,1542412,1537749,1515199,1487934,1474824,1484504,1521019,1574557,1569142,1208718,1529613,1492894,1452811,1386655,1302398,1200168,1213121,1230904,1256357,1273451,1328336,1427887,2,2018,
26,1253118,1530605,1513997,1461539,1398719,1366640,1328313,1323453,1358432,1445920,1548832,1240637,1563906,1529912,1483074,1389486,1299242,1239222,1264677,1302475,1344163,1440040,1494157,1509542,2,2018,
27,1253318,1396056,1339949,1282288,1241131,1212153,1190032,1177518,1216290,1302888,1421825,1238717,1462842,1452741,1388194,1325549,1253303,1235665,1266661,1321400,1435556,1596821,1629956,1511310,2,2018,
28,1213835,1411541,1332415,1289146,1233098,1190111,1161384,1143911,1172896,1268494,1399818,1214850,1454323,1448793,1416369,1366380,1288045,1224825,1258890,1324427,1441601,1608255,1625888,1501636,2,2018,
1,1253389,1372426,1324908,1309925,1284846,1268121,1251227,1254128,1303701,1402909,1472908,1249911,1470712,1427324,1351946,1268645,1165144,1253552,1272529,1324586,1405363,1527907,1555428,1428277,3,2018,
2,1105926,1204064,1195231,1159767,1139315,1124498,1112002,1067286,1071260,1120264,1213548,1076051,1227675,1225891,1189628,1155846,1097715,1053792,1044558,1063729,1139317,1270666,1306722,1247619,3,2018,
3,1054293,1285564,1242412,1199191,1150236,1108304,1083580,1073204,1082335,1133140,1250634,1036762,1271564,1272109,1247620,1205568,1146183,1044005,1071333,1110077,1163901,1242171,1317698,1326049,3,2018,
4,1110413,1442331,1414529,1377189,1372180,1348121,1330370,1337557,1371802,1443979,1543236,1102632,1589841,1574900,1528147,1442610,1371086,1115418,1135365,1167232,1206787,1277523,1373111,1431428,3,2018,
5,1332883,1477535,1425528,1381987,1341417,1305569,1287217,1274211,1301911,1392541,1530801,1328527,1585732,1560805,1521169,1444157,1378728,1329371,1349011,1400892,1472291,1592958,1604274,1500256,3,2018,
6,1354604,1718710,1660022,1613260,1556957,1521128,1481078,1454069,1456724,1530766,1650229,1367894,1692923,1698757,1691250,1592900,1500266,1408348,1451462,1551043,1682829,1838572,1846286,1767170,3,2018,
7,1458264,1684249,1648804,1612325,1584745,1574014,1559633,1560047,1598031,1654233,1713806,1467648,1727222,1706982,1673637,1592998,1522699,1468113,1485595,1512984,1570507,1665435,1698053,1694696,3,2018,
8,1504938,1661489,1568850,1502285,1443961,1395907,1351493,1326877,1338608,1377945,1495924,1522184,1564214,1594406,1590630,1527660,1453468,1540758,1588490,1645393,1748365,1875418,1879151,1766309,3,2018,
9,1423651,1503693,1467864,1399580,1333931,1282625,1247468,1222753,1243726,1300774,1426590,1431061,1455401,1467479,1432392,1376131,1304459,1449100,1467093,1517351,1594590,1716625,1720505,1601948,3,2018,
10,1268636,1388123,1301617,1213625,1146308,1088139,1047677,1042047,1060798,1107616,1180770,1245046,1180039,1147990,1092158,1028449,961421,1243361,1257530,1274879,1315701,1379507,1429028,1434195,3,2018,
11,904419,1198232,1180767,1151911,1118586,1087949,1057035,1020316,1028162,1043987,1080807,886693,1208875,1266626,1236997,1163323,1087573,877921,878319,894119,924051,975606,1064074,1150215,3,2018,
12,1041782,1406353,1329159,1268284,1206672,1183722,1146072,1119129,1113158,1145918,1206078,1049029,1291091,1324175,1281487,1180636,1083060,1065123,1101577,1175106,1286686,1485928,1571555,1503367,3,2018,
13,1021630,1243266,1188881,1135377,1101749,1081300,1071672,1061986,1071978,1090329,1119640,1013977,1191924,1235992,1157943,1054914,948118,1012902,1024066,1068754,1160121,1309763,1373198,1306756,3,2018,
14,891952,1074735,1051735,1061078,1032895,1018563,1021076,1015283,1022878,1052014,1081306,863974,1130142,1195933,1134498,1056495,957161,864476,872931,874306,938670,1082331,1141716,1104944,3,2018,
15,848706,1115707,1108709,1137681,1097760,1074630,1066076,1061915,1081806,1125648,1182887,814087,1228716,1228249,1186388,1110329,1031427,807874,822848,861614,949579,1088649,1155318,1113170,3,2018,
16,987555,1439171,1455389,1462228,1453953,1452753,1472110,1476188,1505678,1515348,1513837,983335,1520637,1514185,1501191,1437793,1367884,989723,1024238,1086528,1195268,1360606,1430512,1427241,3,2018,
17,1327468,1521667,1525917,1492497,1466309,1441409,1416625,1407475,1425099,1434900,1444316,1310249,1513174,1537550,1492884,1454303,1386760,1298785,1305137,1326637,1368767,1384156,1413942,1480701,3,2018,
18,1310826,1481388,1440886,1387179,1356914,1320113,1284037,1263904,1269083,1296982,1350964,1285119,1467966,1524794,1465379,1387496,1317835,1286020,1296696,1312792,1344203,1362094,1439809,1476524,3,2018,
19,1285228,1440244,1419567,1383782,1334244,1277202,1238663,1222253,1258857,1295741,1331720,1272248,1412990,1400382,1315612,1213901,1120237,1290812,1330812,1411647,1513578,1655645,1707706,1606901,3,2018,
20,1070223,1215999,1180689,1155385,1114855,1111994,1095784,1080303,1090251,1092472,1121178,1045934,1216818,1267199,1213070,1158364,1068395,1031053,1029551,1051632,1138800,1280600,1329304,1262059,3,2018,
21,1026218,1366698,1330380,1305595,1273156,1250594,1242190,1256767,1289439,1314387,1362788,1034421,1420195,1435839,1372786,1265867,1191838,1035949,1063457,1105407,1215235,1384757,1461137,1407345,3,2018,
22,1135311,1272299,1204998,1142948,1106697,1082090,1080384,1069091,1077436,1105298,1121505,1107316,1184340,1208470,1137942,1053182,947248,1104522,1114868,1146501,1238205,1375484,1414105,1346782,3,2018,
